state_name,district_name,disability_type_name,age_group,male_count,female_count,total_count
Chhattisgarh,Khairagarh Chhuikhadan Gandai,Sickle Cell Disease,35-60,0,1,1
Chhattisgarh,Kondagaon,Acid Attack Victim,15-35,2,2,4
Chhattisgarh,Kondagaon,Acid Attack Victim,35-60,1,0,1
Chhattisgarh,Kondagaon,Acid Attack Victim,6-15,2,1,3
Chhattisgarh,Kondagaon,Autism Spectrum Disorder,6-15,5,4,9
Chhattisgarh,Kondagaon,Autism Spectrum Disorder,35-60,1,0,1
Chhattisgarh,Kondagaon,Autism Spectrum Disorder,0-6,1,0,1
Chhattisgarh,Kondagaon,Blindness,6-15,30,28,58
Chhattisgarh,Kondagaon,Blindness,0-6,5,1,6
Chhattisgarh,Kondagaon,Blindness,60-80,16,14,30
Chhattisgarh,Kondagaon,Blindness,80+,1,1,2
Chhattisgarh,Kondagaon,Blindness,35-60,88,51,139
Chhattisgarh,Kondagaon,Blindness,15-35,114,82,196
Chhattisgarh,Kondagaon,Cerebral Palsy,15-35,108,79,187
Chhattisgarh,Kondagaon,Cerebral Palsy,35-60,28,17,45
Chhattisgarh,Kondagaon,Cerebral Palsy,6-15,109,111,220
Chhattisgarh,Kondagaon,Cerebral Palsy,60-80,0,1,1
Chhattisgarh,Kondagaon,Cerebral Palsy,80+,0,1,1
Chhattisgarh,Kondagaon,Cerebral Palsy,0-6,17,13,30
Chhattisgarh,Kondagaon,Chronic Neurological Conditions,15-35,1,0,1
Chhattisgarh,Kondagaon,Chronic Neurological Conditions,80+,1,0,1
Chhattisgarh,Kondagaon,Dwarfism,15-35,29,24,53
Chhattisgarh,Kondagaon,Dwarfism,6-15,9,6,15
Chhattisgarh,Kondagaon,Dwarfism,60-80,1,0,1
Chhattisgarh,Kondagaon,Dwarfism,35-60,15,6,21
Chhattisgarh,Kondagaon,Hearing Impairment,80+,7,4,11
Chhattisgarh,Kondagaon,Hearing Impairment,0-6,1,1,2
Chhattisgarh,Kondagaon,Hearing Impairment,60-80,39,15,54
Chhattisgarh,Kondagaon,Hearing Impairment,6-15,70,56,126
Chhattisgarh,Kondagaon,Hearing Impairment,35-60,94,50,144
Chhattisgarh,Kondagaon,Hearing Impairment,15-35,138,131,269
Chhattisgarh,Kondagaon,Hemophilia,15-35,10,5,15
Chhattisgarh,Kondagaon,Hemophilia,6-15,2,0,2
Chhattisgarh,Kondagaon,Hemophilia,60-80,12,5,17
Chhattisgarh,Kondagaon,Hemophilia,35-60,22,10,32
Chhattisgarh,Kondagaon,Hemophilia,80+,0,1,1
Chhattisgarh,Kondagaon,Intellectual Disability,15-35,20,24,44
Chhattisgarh,Kondagaon,Intellectual Disability,35-60,7,8,15
Chhattisgarh,Kondagaon,Intellectual Disability,0-6,4,4,8
Chhattisgarh,Kondagaon,Intellectual Disability,60-80,4,1,5
Chhattisgarh,Kondagaon,Intellectual Disability,6-15,30,23,53
Chhattisgarh,Kondagaon,Leprosy cured,15-35,7,4,11
Chhattisgarh,Kondagaon,Leprosy cured,6-15,0,2,2
Chhattisgarh,Kondagaon,Leprosy cured,60-80,5,0,5
Chhattisgarh,Kondagaon,Leprosy cured,35-60,16,5,21
Chhattisgarh,Kondagaon,Locomotor Disability,15-35,968,499,1467
Chhattisgarh,Kondagaon,Locomotor Disability,80+,20,8,28
Chhattisgarh,Kondagaon,Locomotor Disability,60-80,337,124,461
Chhattisgarh,Kondagaon,Locomotor Disability,6-15,225,176,401
Chhattisgarh,Kondagaon,Locomotor Disability,35-60,1224,503,1727
Chhattisgarh,Kondagaon,Locomotor Disability,0-6,25,9,34
Chhattisgarh,Kondagaon,Low Vision,15-35,161,106,267
Chhattisgarh,Kondagaon,Low Vision,80+,1,1,2
Chhattisgarh,Kondagaon,Low Vision,6-15,76,67,143
Chhattisgarh,Kondagaon,Low Vision,35-60,102,43,145
Chhattisgarh,Kondagaon,Low Vision,0-6,0,1,1
Chhattisgarh,Kondagaon,Low Vision,60-80,27,13,40
Chhattisgarh,Kondagaon,Mental Illness,6-15,87,69,156
Chhattisgarh,Kondagaon,Mental Illness,15-35,118,99,217
Chhattisgarh,Kondagaon,Mental Illness,0-6,1,1,2
Chhattisgarh,Kondagaon,Mental Illness,60-80,2,2,4
Chhattisgarh,Kondagaon,Mental Illness,35-60,34,28,62
Chhattisgarh,Kondagaon,Multiple Disabilities,60-80,2,3,5
Chhattisgarh,Kondagaon,Multiple Disabilities,6-15,20,21,41
Chhattisgarh,Kondagaon,Multiple Disabilities,35-60,21,11,32
Chhattisgarh,Kondagaon,Multiple Disabilities,15-35,40,40,80
Chhattisgarh,Kondagaon,Multiple Disabilities,0-6,1,2,3
Chhattisgarh,Kondagaon,Multiple Sclerosis,15-35,4,3,7
Chhattisgarh,Kondagaon,Multiple Sclerosis,35-60,4,2,6
Chhattisgarh,Kondagaon,Multiple Sclerosis,6-15,1,0,1
Chhattisgarh,Kondagaon,Muscular Dystrophy,15-35,9,2,11
Chhattisgarh,Kondagaon,Muscular Dystrophy,35-60,11,4,15
Chhattisgarh,Kondagaon,Muscular Dystrophy,6-15,1,3,4
Chhattisgarh,Kondagaon,Muscular Dystrophy,60-80,3,2,5
Chhattisgarh,Kondagaon,Muscular Dystrophy,80+,1,0,1
Chhattisgarh,Kondagaon,Parkinson's Disease,15-35,6,3,9
Chhattisgarh,Kondagaon,Parkinson's Disease,35-60,7,6,13
Chhattisgarh,Kondagaon,Parkinson's Disease,6-15,0,1,1
Chhattisgarh,Kondagaon,Parkinson's Disease,60-80,5,2,7
Chhattisgarh,Kondagaon,Sickle Cell Disease,35-60,8,2,10
Chhattisgarh,Kondagaon,Sickle Cell Disease,15-35,70,108,178
Chhattisgarh,Kondagaon,Sickle Cell Disease,6-15,48,49,97
Chhattisgarh,Kondagaon,Specific Learning Disabilities,15-35,0,2,2
Chhattisgarh,Kondagaon,Specific Learning Disabilities,6-15,4,2,6
Chhattisgarh,Kondagaon,Speech and Language Disability,80+,1,1,2
Chhattisgarh,Kondagaon,Speech and Language Disability,60-80,12,6,18
Chhattisgarh,Kondagaon,Speech and Language Disability,6-15,95,92,187
Chhattisgarh,Kondagaon,Speech and Language Disability,15-35,158,154,312
Chhattisgarh,Kondagaon,Speech and Language Disability,0-6,0,1,1
Chhattisgarh,Kondagaon,Speech and Language Disability,35-60,64,32,96
Chhattisgarh,Kondagaon,Thalassemia,15-35,1,1,2
Chhattisgarh,Kondagaon,Thalassemia,6-15,2,0,2
Chhattisgarh,Kondagaon,Thalassemia,60-80,1,0,1
Chhattisgarh,Korba,Autism Spectrum Disorder,6-15,1,0,1
Chhattisgarh,Korba,Autism Spectrum Disorder,35-60,1,0,1
Chhattisgarh,Korba,Autism Spectrum Disorder,15-35,1,2,3
Chhattisgarh,Korba,Autism Spectrum Disorder,0-6,1,0,1
Chhattisgarh,Korba,Blindness,80+,1,0,1
Chhattisgarh,Korba,Blindness,60-80,20,14,34
Chhattisgarh,Korba,Blindness,6-15,37,43,80
Chhattisgarh,Korba,Blindness,35-60,141,39,181
Chhattisgarh,Korba,Blindness,15-35,182,106,288
Chhattisgarh,Korba,Blindness,0-6,4,0,4
Chhattisgarh,Korba,Cerebral Palsy,80+,0,2,2
Chhattisgarh,Korba,Cerebral Palsy,60-80,3,1,4
Chhattisgarh,Korba,Cerebral Palsy,6-15,104,70,174
Chhattisgarh,Korba,Cerebral Palsy,35-60,38,23,61
Chhattisgarh,Korba,Cerebral Palsy,15-35,183,127,310
Chhattisgarh,Korba,Cerebral Palsy,0-6,8,9,17
Chhattisgarh,Korba,Chronic Neurological Conditions,15-35,4,0,4
Chhattisgarh,Korba,Chronic Neurological Conditions,35-60,1,1,2
Chhattisgarh,Korba,Dwarfism,15-35,1,2,3
Chhattisgarh,Korba,Dwarfism,35-60,1,0,1
Chhattisgarh,Korba,Dwarfism,60-80,1,0,1
Chhattisgarh,Korba,Hearing Impairment,35-60,131,65,197
Chhattisgarh,Korba,Hearing Impairment,0-6,5,2,7
Chhattisgarh,Korba,Hearing Impairment,15-35,222,138,360
Chhattisgarh,Korba,Hearing Impairment,80+,8,1,9
Chhattisgarh,Korba,Hearing Impairment,60-80,48,26,74
Chhattisgarh,Korba,Hearing Impairment,6-15,55,48,104
Chhattisgarh,Korba,Hemophilia,35-60,1,0,1
Chhattisgarh,Korba,Hemophilia,15-35,1,1,2
Chhattisgarh,Korba,Intellectual Disability,0-6,1,2,3
Chhattisgarh,Korba,Intellectual Disability,15-35,21,15,37
Chhattisgarh,Korba,Intellectual Disability,35-60,5,4,9
Chhattisgarh,Korba,Intellectual Disability,6-15,12,14,26
Chhattisgarh,Korba,Leprosy cured,35-60,1,1,2
Chhattisgarh,Korba,Leprosy cured,60-80,1,0,1
Chhattisgarh,Korba,Locomotor Disability,0-6,13,10,23
Chhattisgarh,Korba,Locomotor Disability,15-35,1115,693,1809
Chhattisgarh,Korba,Locomotor Disability,6-15,185,139,324
Chhattisgarh,Korba,Locomotor Disability,35-60,1604,661,2265
Chhattisgarh,Korba,Locomotor Disability,80+,14,10,24
Chhattisgarh,Korba,Locomotor Disability,60-80,343,121,464
Chhattisgarh,Korba,Low Vision,6-15,2,4,6
Chhattisgarh,Korba,Low Vision,60-80,4,1,5
Chhattisgarh,Korba,Low Vision,15-35,13,19,32
Chhattisgarh,Korba,Low Vision,35-60,16,4,20
Chhattisgarh,Korba,Mental Illness,15-35,269,206,475
Chhattisgarh,Korba,Mental Illness,0-6,14,8,22
Chhattisgarh,Korba,Mental Illness,35-60,53,51,104
Chhattisgarh,Korba,Mental Illness,6-15,163,107,270
Chhattisgarh,Korba,Mental Illness,60-80,6,4,10
Chhattisgarh,Korba,Multiple Disabilities,35-60,6,2,8
Chhattisgarh,Korba,Multiple Disabilities,15-35,14,12,26
Chhattisgarh,Korba,Multiple Disabilities,60-80,0,2,2
Chhattisgarh,Korba,Multiple Disabilities,6-15,6,4,10
Chhattisgarh,Korba,Multiple Sclerosis,6-15,2,0,2
Chhattisgarh,Korba,Multiple Sclerosis,35-60,2,0,2
Chhattisgarh,Korba,Multiple Sclerosis,15-35,6,2,8
Chhattisgarh,Korba,Muscular Dystrophy,60-80,3,0,3
Chhattisgarh,Korba,Muscular Dystrophy,80+,1,0,1
Chhattisgarh,Korba,Muscular Dystrophy,6-15,3,0,3
Chhattisgarh,Korba,Muscular Dystrophy,35-60,8,5,13
Chhattisgarh,Korba,Muscular Dystrophy,15-35,13,4,17
Chhattisgarh,Korba,Parkinson's Disease,35-60,2,0,2
Chhattisgarh,Korba,Parkinson's Disease,6-15,0,1,1
Chhattisgarh,Korba,Sickle Cell Disease,6-15,0,2,2
Chhattisgarh,Korba,Sickle Cell Disease,35-60,0,1,1
Chhattisgarh,Korba,Sickle Cell Disease,15-35,8,7,15
Chhattisgarh,Korba,Specific Learning Disabilities,15-35,4,2,6
Chhattisgarh,Korba,Specific Learning Disabilities,6-15,1,0,1
Chhattisgarh,Korba,Specific Learning Disabilities,35-60,2,0,2
Chhattisgarh,Korba,Speech and Language Disability,35-60,35,24,59
Chhattisgarh,Korba,Speech and Language Disability,0-6,1,1,2
Chhattisgarh,Korba,Speech and Language Disability,60-80,5,5,10
Chhattisgarh,Korba,Speech and Language Disability,6-15,26,23,49
Chhattisgarh,Korba,Speech and Language Disability,15-35,99,71,170
Chhattisgarh,Korba,Thalassemia,15-35,1,0,1
Chhattisgarh,Korba,Thalassemia,0-6,1,0,1
Chhattisgarh,Korba,Thalassemia,6-15,2,1,3
Chhattisgarh,Korea,Acid Attack Victim,35-60,0,1,1
Chhattisgarh,Korea,Autism Spectrum Disorder,6-15,3,3,6
Chhattisgarh,Korea,Autism Spectrum Disorder,15-35,1,0,1
Chhattisgarh,Korea,Blindness,35-60,169,80,249
Chhattisgarh,Korea,Blindness,0-6,1,1,2
Chhattisgarh,Korea,Blindness,80+,4,4,8
Chhattisgarh,Korea,Blindness,6-15,36,33,69
Chhattisgarh,Korea,Blindness,15-35,161,135,296
Chhattisgarh,Korea,Blindness,60-80,55,30,86
Chhattisgarh,Korea,Cerebral Palsy,6-15,40,26,66
Chhattisgarh,Korea,Cerebral Palsy,35-60,6,9,15
Chhattisgarh,Korea,Cerebral Palsy,15-35,44,35,79
Chhattisgarh,Korea,Cerebral Palsy,0-6,5,0,5
Chhattisgarh,Korea,Dwarfism,60-80,0,1,1
Chhattisgarh,Korea,Dwarfism,15-35,3,5,8
Chhattisgarh,Korea,Dwarfism,35-60,4,7,11
Chhattisgarh,Korea,Dwarfism,6-15,2,1,3
Chhattisgarh,Korea,Hearing Impairment,60-80,45,12,57
Chhattisgarh,Korea,Hearing Impairment,80+,4,2,6
Chhattisgarh,Korea,Hearing Impairment,15-35,117,115,233
Chhattisgarh,Korea,Hearing Impairment,35-60,93,50,143
Chhattisgarh,Korea,Hearing Impairment,6-15,30,30,60
Chhattisgarh,Korea,Hemophilia,6-15,2,0,2
Chhattisgarh,Korea,Hemophilia,60-80,4,3,7
Chhattisgarh,Korea,Hemophilia,35-60,8,9,17
Chhattisgarh,Korea,Hemophilia,80+,1,0,1
Chhattisgarh,Korea,Hemophilia,15-35,6,2,8
Chhattisgarh,Korea,Intellectual Disability,60-80,3,2,5
Chhattisgarh,Korea,Intellectual Disability,6-15,49,49,98
Chhattisgarh,Korea,Intellectual Disability,35-60,26,14,40
Chhattisgarh,Korea,Intellectual Disability,15-35,83,52,135
Chhattisgarh,Korea,Leprosy cured,80+,1,1,2
Chhattisgarh,Korea,Leprosy cured,60-80,1,1,2
Chhattisgarh,Korea,Leprosy cured,35-60,4,3,7
Chhattisgarh,Korea,Leprosy cured,6-15,1,0,1
Chhattisgarh,Korea,Leprosy cured,15-35,0,1,1
Chhattisgarh,Korea,Locomotor Disability,0-6,6,4,10
Chhattisgarh,Korea,Locomotor Disability,80+,29,26,55
Chhattisgarh,Korea,Locomotor Disability,60-80,433,226,659
Chhattisgarh,Korea,Locomotor Disability,6-15,208,116,324
Chhattisgarh,Korea,Locomotor Disability,35-60,1420,594,2014
Chhattisgarh,Korea,Locomotor Disability,15-35,863,527,1390
Chhattisgarh,Korea,Low Vision,35-60,6,3,9
Chhattisgarh,Korea,Low Vision,6-15,5,3,8
Chhattisgarh,Korea,Low Vision,60-80,1,0,1
Chhattisgarh,Korea,Low Vision,15-35,11,8,19
Chhattisgarh,Korea,Mental Illness,15-35,164,131,295
Chhattisgarh,Korea,Mental Illness,6-15,49,36,85
Chhattisgarh,Korea,Mental Illness,0-6,2,2,4
Chhattisgarh,Korea,Mental Illness,60-80,5,3,8
Chhattisgarh,Korea,Mental Illness,35-60,65,58,123
Chhattisgarh,Korea,Multiple Disabilities,0-6,4,10,14
Chhattisgarh,Korea,Multiple Disabilities,15-35,93,73,167
Chhattisgarh,Korea,Multiple Disabilities,6-15,129,130,259
Chhattisgarh,Korea,Multiple Disabilities,60-80,6,1,7
Chhattisgarh,Korea,Multiple Disabilities,35-60,37,40,77
Chhattisgarh,Korea,Muscular Dystrophy,80+,0,1,1
Chhattisgarh,Korea,Muscular Dystrophy,60-80,1,0,1
Chhattisgarh,Korea,Muscular Dystrophy,6-15,1,1,2
Chhattisgarh,Korea,Muscular Dystrophy,15-35,3,0,3
Chhattisgarh,Korea,Muscular Dystrophy,35-60,2,1,3
Chhattisgarh,Korea,Parkinson's Disease,35-60,1,1,2
Chhattisgarh,Korea,Parkinson's Disease,60-80,1,0,1
Chhattisgarh,Korea,Parkinson's Disease,15-35,1,0,1
Chhattisgarh,Korea,Sickle Cell Disease,15-35,14,12,26
Chhattisgarh,Korea,Sickle Cell Disease,35-60,0,4,4
Chhattisgarh,Korea,Sickle Cell Disease,6-15,4,1,5
Chhattisgarh,Korea,Specific Learning Disabilities,15-35,2,0,2
Chhattisgarh,Korea,Specific Learning Disabilities,35-60,1,1,2
Chhattisgarh,Korea,Specific Learning Disabilities,6-15,1,5,6
Chhattisgarh,Korea,Specific Learning Disabilities,60-80,2,1,3
Chhattisgarh,Korea,Speech and Language Disability,6-15,16,11,27
Chhattisgarh,Korea,Speech and Language Disability,35-60,17,17,34
Chhattisgarh,Korea,Speech and Language Disability,15-35,50,25,75
Chhattisgarh,Korea,Speech and Language Disability,0-6,1,0,1
Chhattisgarh,Korea,Speech and Language Disability,60-80,2,4,6
Chhattisgarh,Korea,Speech and Language Disability,80+,0,1,1
Chhattisgarh,Korea,Thalassemia,15-35,0,2,2
Chhattisgarh,Korea,Thalassemia,6-15,2,0,2
Chhattisgarh,Mahasamund,Autism Spectrum Disorder,6-15,1,1,2
Chhattisgarh,Mahasamund,Autism Spectrum Disorder,35-60,0,2,2
Chhattisgarh,Mahasamund,Autism Spectrum Disorder,15-35,0,1,1
Chhattisgarh,Mahasamund,Blindness,80+,0,1,1
Chhattisgarh,Mahasamund,Blindness,60-80,38,20,58
Chhattisgarh,Mahasamund,Blindness,6-15,62,59,121
Chhattisgarh,Mahasamund,Blindness,35-60,102,42,144
Chhattisgarh,Mahasamund,Blindness,15-35,117,107,224
Chhattisgarh,Mahasamund,Blindness,0-6,6,6,12
Chhattisgarh,Mahasamund,Cerebral Palsy,80+,1,0,1
Chhattisgarh,Mahasamund,Cerebral Palsy,60-80,13,5,18
Chhattisgarh,Mahasamund,Cerebral Palsy,35-60,48,18,66
Chhattisgarh,Mahasamund,Cerebral Palsy,15-35,115,86,201
Chhattisgarh,Mahasamund,Cerebral Palsy,0-6,0,2,2
Chhattisgarh,Mahasamund,Cerebral Palsy,6-15,53,31,84
Chhattisgarh,Mahasamund,Chronic Neurological Conditions,35-60,1,0,1
Chhattisgarh,Mahasamund,Dwarfism,35-60,4,4,8
Chhattisgarh,Mahasamund,Dwarfism,6-15,0,3,3
Chhattisgarh,Mahasamund,Dwarfism,15-35,9,16,25
Chhattisgarh,Mahasamund,Dwarfism,60-80,0,1,1
Chhattisgarh,Mahasamund,Hearing Impairment,15-35,246,227,474
Chhattisgarh,Mahasamund,Hearing Impairment,0-6,18,9,27
Chhattisgarh,Mahasamund,Hearing Impairment,6-15,135,115,251
Chhattisgarh,Mahasamund,Hearing Impairment,80+,45,13,58
Chhattisgarh,Mahasamund,Hearing Impairment,60-80,210,111,321
Chhattisgarh,Mahasamund,Hearing Impairment,35-60,222,156,378
Chhattisgarh,Mahasamund,Hemophilia,60-80,1,0,1
Chhattisgarh,Mahasamund,Intellectual Disability,35-60,61,56,117
Chhattisgarh,Mahasamund,Intellectual Disability,60-80,1,6,7
Chhattisgarh,Mahasamund,Intellectual Disability,15-35,275,247,522
Chhattisgarh,Mahasamund,Intellectual Disability,6-15,265,178,443
Chhattisgarh,Mahasamund,Intellectual Disability,0-6,15,14,29
Chhattisgarh,Mahasamund,Leprosy cured,15-35,1,1,2
Chhattisgarh,Mahasamund,Leprosy cured,35-60,12,5,17
Chhattisgarh,Mahasamund,Leprosy cured,60-80,1,2,3
Chhattisgarh,Mahasamund,Leprosy cured,80+,1,0,1
Chhattisgarh,Mahasamund,Locomotor Disability,80+,38,12,50
Chhattisgarh,Mahasamund,Locomotor Disability,60-80,662,263,925
Chhattisgarh,Mahasamund,Locomotor Disability,6-15,256,177,433
Chhattisgarh,Mahasamund,Locomotor Disability,35-60,2346,998,3345
Chhattisgarh,Mahasamund,Locomotor Disability,15-35,1383,810,2195
Chhattisgarh,Mahasamund,Locomotor Disability,0-6,25,7,32
Chhattisgarh,Mahasamund,Low Vision,80+,7,1,8
Chhattisgarh,Mahasamund,Low Vision,60-80,72,30,102
Chhattisgarh,Mahasamund,Low Vision,6-15,94,95,189
Chhattisgarh,Mahasamund,Low Vision,0-6,9,8,17
Chhattisgarh,Mahasamund,Low Vision,15-35,275,204,479
Chhattisgarh,Mahasamund,Low Vision,35-60,170,83,253
Chhattisgarh,Mahasamund,Mental Illness,15-35,169,118,287
Chhattisgarh,Mahasamund,Mental Illness,35-60,32,41,73
Chhattisgarh,Mahasamund,Mental Illness,6-15,34,19,53
Chhattisgarh,Mahasamund,Mental Illness,60-80,0,1,1
Chhattisgarh,Mahasamund,Multiple Disabilities,60-80,1,0,1
Chhattisgarh,Mahasamund,Multiple Disabilities,6-15,2,0,2
Chhattisgarh,Mahasamund,Multiple Disabilities,35-60,3,1,4
Chhattisgarh,Mahasamund,Multiple Disabilities,15-35,7,5,12
Chhattisgarh,Mahasamund,Multiple Sclerosis,15-35,5,7,12
Chhattisgarh,Mahasamund,Multiple Sclerosis,80+,0,1,1
Chhattisgarh,Mahasamund,Multiple Sclerosis,6-15,1,3,4
Chhattisgarh,Mahasamund,Multiple Sclerosis,35-60,14,9,23
Chhattisgarh,Mahasamund,Multiple Sclerosis,60-80,2,0,2
Chhattisgarh,Mahasamund,Muscular Dystrophy,15-35,8,6,14
Chhattisgarh,Mahasamund,Muscular Dystrophy,35-60,2,0,2
Chhattisgarh,Mahasamund,Muscular Dystrophy,6-15,1,0,1
Chhattisgarh,Mahasamund,Parkinson's Disease,35-60,1,0,1
Chhattisgarh,Mahasamund,Parkinson's Disease,6-15,1,0,1
Chhattisgarh,Mahasamund,Sickle Cell Disease,6-15,13,9,22
Chhattisgarh,Mahasamund,Sickle Cell Disease,60-80,1,1,2
Chhattisgarh,Mahasamund,Sickle Cell Disease,35-60,5,5,10
Chhattisgarh,Mahasamund,Sickle Cell Disease,15-35,24,23,47
Chhattisgarh,Mahasamund,Sickle Cell Disease,0-6,3,1,4
Chhattisgarh,Mahasamund,Specific Learning Disabilities,15-35,1,0,1
Chhattisgarh,Mahasamund,Speech and Language Disability,6-15,3,1,4
Chhattisgarh,Mahasamund,Speech and Language Disability,35-60,0,2,2
Chhattisgarh,Mahasamund,Speech and Language Disability,15-35,6,1,7
Chhattisgarh,Mahasamund,Thalassemia,15-35,3,1,4
Chhattisgarh,Mahasamund,Thalassemia,35-60,2,0,2
Chhattisgarh,Mahasamund,Thalassemia,6-15,2,0,2
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Autism Spectrum Disorder,6-15,0,1,1
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Blindness,15-35,7,9,16
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Blindness,35-60,6,2,8
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Blindness,6-15,0,1,1
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Dwarfism,15-35,0,1,1
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Hearing Impairment,0-6,1,0,1
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Hearing Impairment,15-35,2,0,2
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Hearing Impairment,35-60,0,1,1
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Locomotor Disability,60-80,6,3,9
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Locomotor Disability,6-15,1,2,3
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Locomotor Disability,35-60,35,11,46
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Locomotor Disability,15-35,24,7,31
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Locomotor Disability,0-6,2,0,2
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Mental Illness,15-35,0,1,1
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Mental Illness,6-15,3,0,3
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Multiple Disabilities,6-15,1,1,2
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Multiple Disabilities,35-60,4,0,4
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Multiple Disabilities,15-35,1,2,3
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Multiple Disabilities,0-6,2,0,2
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,Muscular Dystrophy,15-35,1,0,1
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Blindness,6-15,1,0,1
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Cerebral Palsy,0-6,5,1,6
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Cerebral Palsy,6-15,0,1,1
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Chronic Neurological Conditions,35-60,3,0,3
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Chronic Neurological Conditions,15-35,0,1,1
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Chronic Neurological Conditions,0-6,0,1,1
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Dwarfism,6-15,1,0,1
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Hearing Impairment,60-80,0,2,2
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Hearing Impairment,6-15,2,1,3
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Hearing Impairment,35-60,1,1,2
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Hearing Impairment,0-6,1,1,2
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Intellectual Disability,0-6,6,2,8
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Intellectual Disability,6-15,14,6,20
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Locomotor Disability,35-60,4,5,9
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Locomotor Disability,15-35,5,3,8
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Locomotor Disability,6-15,3,5,8
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Locomotor Disability,60-80,2,0,2
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Low Vision,15-35,1,0,1
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Low Vision,6-15,0,1,1
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Sickle Cell Disease,6-15,0,1,1
Chhattisgarh,Mungeli,Acid Attack Victim,35-60,2,1,3
Chhattisgarh,Mungeli,Acid Attack Victim,80+,0,1,1
Chhattisgarh,Mungeli,Autism Spectrum Disorder,6-15,1,0,1
Chhattisgarh,Mungeli,Autism Spectrum Disorder,35-60,1,1,2
Chhattisgarh,Mungeli,Autism Spectrum Disorder,15-35,1,0,1
Chhattisgarh,Mungeli,Blindness,0-6,0,1,1
Chhattisgarh,Mungeli,Blindness,15-35,102,59,161
Chhattisgarh,Mungeli,Blindness,35-60,90,40,130
Chhattisgarh,Mungeli,Blindness,6-15,18,15,33
Chhattisgarh,Mungeli,Blindness,60-80,29,11,40
Chhattisgarh,Mungeli,Blindness,80+,4,2,6
Chhattisgarh,Mungeli,Cerebral Palsy,60-80,5,1,6
Chhattisgarh,Mungeli,Cerebral Palsy,6-15,69,50,119
Chhattisgarh,Mungeli,Cerebral Palsy,35-60,32,18,50
Chhattisgarh,Mungeli,Cerebral Palsy,15-35,102,56,158
Chhattisgarh,Mungeli,Cerebral Palsy,0-6,10,11,21
Chhattisgarh,Mungeli,Chronic Neurological Conditions,15-35,0,1,1
Chhattisgarh,Mungeli,Chronic Neurological Conditions,60-80,0,1,1
Chhattisgarh,Mungeli,Dwarfism,35-60,4,3,7
Chhattisgarh,Mungeli,Dwarfism,6-15,2,3,5
Chhattisgarh,Mungeli,Dwarfism,15-35,5,9,14
Chhattisgarh,Mungeli,Hearing Impairment,80+,33,5,38
Chhattisgarh,Mungeli,Hearing Impairment,60-80,136,63,199
Chhattisgarh,Mungeli,Hearing Impairment,6-15,71,48,119
Chhattisgarh,Mungeli,Hearing Impairment,35-60,242,93,335
Chhattisgarh,Mungeli,Hearing Impairment,15-35,334,158,492
Chhattisgarh,Mungeli,Hearing Impairment,0-6,7,8,15
Chhattisgarh,Mungeli,Hemophilia,15-35,2,0,2
Chhattisgarh,Mungeli,Hemophilia,35-60,0,1,1
Chhattisgarh,Mungeli,Hemophilia,60-80,0,1,1
